Competency Code,ID,Name,Type,Family,Definition,Division,IsActive
"TECH-TECH-007","cmhrr6iyn04yzatz0lx6d5x2r","Documentation and Archiving","TECHNICAL","Technical Services","It is the ability to maintain adequate documentation. It is the ability to effectively archive the relevant documentation and maintain the confidentiality, integrity and reliability of the  documentation. It is the knowledge of quality standards and frameworks such as ISO 9001 (Quality Management System) and the ability to conduct quality reviews on the documentations","Technical Services","true"
"TECH-TECH-008","cmhrr6iwu04o1atz0780v4l8s","Electrical and Instruments Engineering Principle and Application","TECHNICAL","Technical Services","Knowledge of electrical equipment, components, instruments, including their design, installation, testing, uses, calibration, repair, or maintenance. Ability to apply the electrical and instruments engineering techniques when conducting maintenance on instruments associated with the airport operations.","Technical Services","true"
"TECH-TECH-009","cmhrr6ixg04rtatz03ycmfpa0","Equipment and System Usage","TECHNICAL","Technical Services","Ability to select, operate and use the correct equipment, tools, instruments or systems while undertaking maintenance. Ability to identify failure of equipment, tools, instruments or systems and when maintenance is required. Ability to produce Risk Assessments report associated with the use of the equipment's.","Technical Services","true"
"TECH-TECH-010","cmhrr6ixb04qwatz0367bmzn7","Maintenance Planning","TECHNICAL","Technical Services","Ability to plan and develop preventive maintenance schedule by organizing work, setting priorities, determining resource requirements. It includes the ability to balance between operational priorities and those of maintenance by effective stakeholder management and resource allocation. Understanding the impact of shut-down on airport operations.","Technical Services","true"
"TECH-TECH-011","cmhrr6iy504vyatz0c8wj7qed","Mechanical Engineering Principle and Application","TECHNICAL","Technical Services","Knowledge of concepts, principles and techniques related to installation, maintenance, operations, repair or maintenance of mechanical equipment systems","Technical Services","true"
"TECH-TECH-012","cmhrr6ixp04t8atz07lxb7x39","Preventive and Corrective Maintenance","TECHNICAL","Technical Services","Ability to execute the work order by troubleshooting equipment, instrument or systems, identify failure and defects, conduct root cause analysis to identify the problem and take corrective  and/or preventative action as required within the defined time frame.","Technical Services","true"
"TECH-TECH-013","cmhrr6iwo04n2atz0uqr7sje0","Quality Management - TS","TECHNICAL","Technical Services","Knowledge of the principles, methods, and tools of quality assurance and quality inspection used to ensure the performed maintenance meets the quality standards required.","Technical Services","true"
"TECH-TECH-014","cmhrr6izd053katz0p139910y","Technical Specifications Design","TECHNICAL","Technical Services","The ability to assess OA needs of capacity growth and expansion across various airports and develop detailed and standardized designs and technical specifications to optimize the cost of acquisition. It includes working with internal stakeholders to finalize the technical specifications.","Technical Services","true"
"NON_-ANAL-001","cmhrr6i4s008katz017yezlmp","Analytical Thinking","NON_TECHNICAL","Analytical & Decision-Making","The ability to process large amounts of information in a logical manner, establish connections, cause-and-effect relationships and patterns to address a challenging situation or an issue. includes Integrating theories in practice when addressing challenging situations.","All Divisions","true"
"NON_-ANAL-002","cmhrr6i6200gnatz08p9azgrn","Innovation and Continuous Improvement","NON_TECHNICAL","Analytical & Decision-Making","Challenging the conventional way of doing things, generating new, innovative ideas, products / services and effective solutions which continually improve performance.","All Divisions","true"
"NON_-ANAL-003","cmhrr6i4y009jatz06yafwx9s","Problem Solving","NON_TECHNICAL","Analytical & Decision-Making","The ability to break down a problem or situation into small components, study it from multiple perspectives, anticipate possible obstacles and identify key actions to solve the problem.","All Divisions","true"
"NON_-BUSI-001","cmhrr6j4605v3atz0ko2j1isw","Business Acumen","NON_TECHNICAL","Business Support","It is the ability to interpret market trends to help the organization utilize resources effectively to deliver business results. It is also the understanding of the principles of financial management and the ability to use them to achieve business goals and objectives. It is the ability to prepare a business cases by identifying, sourcing and organizing the information in a logical manner to enhance revenue opportunities. The ability to carry out cost-benefit analysis, including the time value of money, present value concepts, and quantifying tangible and intangible benefits.","All Divisions","true"
"NON_-BUSI-002","cmhrr6j3605pjatz0i0ijohxs","Business Performance Reporting","NON_TECHNICAL","Business Support","It is the skill to prepare various MIS/ financial performance reports that are customized as well as standardized for requirements of internal stakeholders. The ability to present those reports to stakeholders. It is also the ability to interpret such reports and share insights on performance of leading and lagging indicators.","All Divisions","true"
"NON_-BUSI-003","cmhrr6i3o001latz0jbfjr29m","Drive for Results","NON_TECHNICAL","Business Support","The ability to drive self and team to achieve higher performance standards of excellence, by establishing stretch performance goals and plan and direct the resources to meet those goals.","All Divisions","true"
"NON_-BUSI-004","cmhrr6j4i05wwatz0wgwf4aph","Industry knowledge","NON_TECHNICAL","Business Support","It is the understanding of the aviation industry business operations, the internal (knowledge, management, and workforce) and external (economy, competitors, and technology) driving forces, passenger growth, socio-economic factors impacting the aviation industry, and market dynamics. It also includes an overview of the business operations, key cost components, revenue and profitability drivers, and key performance matrices.","All Divisions","true"
"NON_-BUSI-005","cmhrr6iyg04xsatz0vf7lg2ce","Inventory Management","NON_TECHNICAL","Business Support","The ability to plan, forecast and manage the organization's inventory to ensure availability of material, optimized stock holdings and catalogued inventory records.","All Divisions","true"
"NON_-BUSI-006","cmhrr6i4m007hatz0lpuypbvj","Operational Excellence","NON_TECHNICAL","Business Support","The ability to drive a culture of first time right performance and operational excellence by ensuring the work is error-free, continuous improvement of operations and meeting customer expectations. It includes innovating working methods to enhance the quality of experience.","All Divisions","true"
"NON_-BUSI-007","cmhrr6i5j00d6atz0akbl9hlq","Project Management","NON_TECHNICAL","Business Support","Knowledge of the principles, methods, or tools of project management and ability to develop, schedule, coordinate and manage projects and resources. It includes the ability to monitor and inspect costs, work, and contractor performance. In addition, the ability to plan for contingencies and  build them into the project plan.","All Divisions","true"
"NON_-BUSI-008","cmhrr6j7e06cratz0n016nu5v","Risk Management","NON_TECHNICAL","Business Support","It is the understanding of the risks including the skill of identifying and evaluating contractual and financial risks, developing the risk treatment strategy and developing and monitoring the financial and contractual risk controls.","All Divisions","true"
"NON_-BUSI-014","cmhsw5we40009d2e32by8fgth","Risk and Business Impact analysis","NON_TECHNICAL","Business Support","Knowledge of the techniques and methodologies of risk assessment and analysis and the business impact analysis, this includes the ability to identify various risks, how to mitigate them, and being able to  identify risk impact.","All Divisions","true"
"NON_-BUSI-009","cmhrr6il002r4atz0y915hznh","Risk and Control Assessment Techniques","NON_TECHNICAL","Business Support","Knowledge of the methodologies, criteria and scope of risk assessment such as causal linkage, risk selection, risk mapping, gap analysis, benchmarking. It includes the ability to test the controls in terms of data inputs, logical access controls and authorization, exception handling and logging and segregation of duties. Knowledge of the preventive, detective and corrective controls and the ability to test the effectiveness of those controls.","All Divisions","true"
"NON_-BUSI-010","cmhrr6i4e0060atz0j7jmwzvp","Service Delivery","NON_TECHNICAL","Business Support","Discovers the needs of ""Internal"" and ""External"" OA customers and strives to deliver services to meet their needs.","All Divisions","true"
"NON_-BUSI-011","cmhrr6i5c00c5atz0ymfrd7uv","Stakeholder Management(Common)","NON_TECHNICAL","Business Support","Knowledge and understanding of different stakeholders, their needs, priorities and agenda. It includes actively engaging and partnering with them to achieve a common objective.","All Divisions","true"
"NON_-BUSI-012","cmhrr6iya04wvatz0nd7355mb","Store Management","NON_TECHNICAL","Business Support","The ability to manage the inflow, storage, and outflow of materials through the organization's stores, while verifying that inventory present in stores matches system records and investigating any variances.","All Divisions","true"
"NON_-BUSI-013","cmhrr6j3z05tyatz06old4b5f","Tendering","NON_TECHNICAL","Business Support","It is the knowledge and understanding of the tendering lifecycle, working with end users to ensure that the materials/services procured are aligned with business needs and within the available budget. It also includes the ability to finalize the evaluation criteria and negotiate with vendors.","All Divisions","true"
"NON_-INTE-001","cmhrr6i5v00fiatz0r1p44mxu","Agility","NON_TECHNICAL","Interpersonal Skills","Demonstrates positive attitude, resilience and openness to changes in Oman Airports technological, commercial or business environment, processes and structure. It implies adapting one’s approach as the requirements of a situation change, being comfortable in ambiguous situations and working effectively within a variety of situations and with various individuals or groups of diverse backgrounds and experiences.","All Divisions","true"
"NON_-INTE-002","cmhrr6i390000atz0s2ax1wki","Communication","NON_TECHNICAL","Interpersonal Skills","The ability to convey a message using appropriate channels, to both individuals and groups, actively listen to the response and successfully hold their attention to achieve the desired impact. The ability to influence others, build consensus through give and take, gain cooperation from others to obtain information and accomplish objectives.","All Divisions","true"
"NON_-INTE-003","cmhrr6i6900i0atz0ns2ufw36","Emotional Intelligence (EI or EQ)","NON_TECHNICAL","Interpersonal Skills","The ability to monitor one’s own and other’s emotions; discriminate between different emotions and label them appropriately; and use emotional information to guide thinking and behavior.","All Divisions","true"
"NON_-INTE-004","cmhrr6i6k00k2atz0kk9w8yo5","Team work","NON_TECHNICAL","Interpersonal Skills","The ability to effectively work with and support others as
part of a team, both within and across functions, and
building and maintaining positive relationships at all levels
with cultural sensitivity, showing respect & effectively
working with diversity","All Divisions","true"
"NON_-INTE-005","cmhrr6i6d00ixatz0qrtga8yf","Time Management","NON_TECHNICAL","Interpersonal Skills","The skill of managing time effectively by planning, organizing, and controlling the hours spent on different activities.. Good time management enables to work smarter – not harder – and get more done in less time, even when time is tight and pressures are high. Failing to manage your time damages effectiveness and causes stress.","All Divisions","true"
"NON_-LEAD-001","cmhrr6i45004hatz0hx0pdsn5","Leading Change","NON_TECHNICAL","Leadership","Commitment to improving the business, enabling the process of change and transition and leading others to adapt well to change. Knows and uses various change methodologies appropriately at the individual, team and organizational level. Aware of the history of change in OA and is skilled at applying appropriate lessons from past change journey","All Divisions","true"
"NON_-LEAD-002","cmhrr6i5500asatz0qj96mq1t","Leading and Coaching Team","NON_TECHNICAL","Leadership","Drives a high performance culture by empowering team members, effectively delegating work and recognize and appreciate contribution. The ability to understand team members needs and aspirations and an ability to provide constructive feedback to improve their performance at work. It includes acting as a coach and mentor and developing others in realizing their career aspirations.","All Divisions","true"
"NON_-LEAD-003","cmhrr6i5q00ehatz0rpnenakg","Negotiation","NON_TECHNICAL","Leadership","Negotiation is the ability to work towards win-win outcomes. 
is a dialogue between two or more people or parties intended to reach a beneficial outcome over one or more conflict. Negotiation is an interaction and process between entities who aspire to agree on matters of mutual interest, while optimizing their individual utilities.","All Divisions","true"
"NON_-LEAD-004","cmhrr6i3w002yatz0co3ap8ir","Strategic Thinking","NON_TECHNICAL","Leadership","The ability to formulate objectives and priorities, implement plans consistent with the long-term interests of the organization in a global environment and capitalize on opportunities and manage risks. It also includes the ability to structure, analyze and synthesize information in the process of making decisions to ensure that all relevant factors are considered and decision meets desired objectives.","All Divisions","true"

Total: 197 competencies exported
